path,title,bytes,MB,top,is_archive,category,generated_marker,out_md_links,in_md_links,component,component_size
.agent/intelligence/centripetal_scans/20260123_161829_round_01_macro.md,Round 1 (MACRO),702,0.000702,.agent,False,generated_output,False,0,0,460,1
.agent/intelligence/centripetal_scans/20260123_161829_round_02_macro.md,Round 2 (MACRO),869,0.000869,.agent,False,generated_output,False,0,0,682,1
.agent/intelligence/centripetal_scans/20260123_161829_round_03_macro.md,Round 3 (MACRO),716,0.000716,.agent,False,generated_output,False,0,0,40,1
.agent/intelligence/comm_analysis/ARCHITECTURE_RECOMMENDATIONS.md,Communication Architecture Recommendations,14311,0.014311,.agent,False,generated_output,True,0,0,202,1
.agent/intelligence/comm_analysis/COMMUNICATION_FABRIC_RESEARCH_SYNTHESIS.md,Communication Fabric Research Synthesis,8554,0.008554,.agent,False,generated_output,True,0,0,325,1
.agent/intelligence/comm_analysis/COMMUNICATION_SYSTEMS_SYNTHESIS.md,PROJECT_elements Communication Systems Synthesis,10129,0.010129,.agent,False,generated_output,True,0,0,516,1
.agent/intelligence/comm_analysis/GEMINI_DISCUSSION.md,Deep Discussion: Communication Fabric Control Theory,16644,0.016644,.agent,False,generated_output,True,0,0,719,1
.agent/intelligence/comm_analysis/INVESTIGATION_LOG.md,Communication Fabric Integration Investigation Log,15995,0.015995,.agent,False,generated_output,False,0,0,79,1
.agent/intelligence/evolution/UNIFIED_EVOLUTION_REPORT.md,PROJECT_elements: Unified Evolution Report,8209,0.008209,.agent,False,generated_output,True,0,0,729,1
.agent/intelligence/session_diary_20260124.md,Session Diary: 2026-01-24,8997,0.008997,.agent,False,generated_output,False,0,0,225,1
.agent/intelligence/session_summary_20260123_haiku_deployments.md,Session Summary: Haiku Deployments (2026-01-23),3260,0.00326,.agent,False,generated_output,False,0,0,217,1
.agent/intelligence/session_summary_20260123_phase10_survey_cci.md,Phase 10 Session Summary: Survey Module + CCI + Precision Context Fetching,19523,0.019523,.agent,False,generated_output,False,0,0,630,1
.agent/macros/INDEX.md,Macro Registry - Dashboard,6524,0.006524,.agent,False,doc,False,0,0,619,1
.agent/registry/INDEX.md,Agent Task Registry - Dashboard,6833,0.006833,.agent,False,registry,False,0,0,504,1
.agent/registry/METRICS.md,Promotion Effort Metrics,2768,0.002768,.agent,False,registry,False,0,0,150,1
.agent/registry/README.md,Agent Task Registry,4203,0.004203,.agent,False,registry,False,0,0,245,1
.agent/registry/claimed/README.md,Claimed Tasks Directory,1836,0.001836,.agent,False,registry,False,0,0,476,1
.agent/specs/AUTONOMOUS_ENRICHMENT_PIPELINE.md,Autonomous Enrichment Pipeline (AEP),9305,0.009305,.agent,False,spec,False,0,0,436,1
.agent/specs/BACKGROUND_AUTO_REFINEMENT_ENGINE.md,Background Auto-Refinement Engine (BARE),5302,0.005302,.agent,False,spec,False,0,0,671,1
.agent/specs/BACKGROUND_SERVICES_ONTOLOGY.md,Background Services Ontology,5369,0.005369,.agent,False,spec,False,0,0,535,1
.agent/specs/BARE_IMPLEMENTATION_ROADMAP.md,BARE Implementation Roadmap,7926,0.007926,.agent,False,spec,False,0,0,440,1
.agent/specs/BARE_LIVE.md,BARE-Live: Semantic Context Refinery,19636,0.019636,.agent,False,spec,False,0,0,266,1
.agent/specs/CUTTING_PLAN.md,CUTTING PLAN: From Bulk to Lean,21627,0.021627,.agent,False,spec,False,0,0,423,1
.agent/specs/DECISION_DECK_LAYER.md,Decision Deck Layer Specification,13999,0.013999,.agent,False,spec,False,0,0,366,1
.agent/specs/INTERNAL_API.md,INTERNAL API SPECIFICATION,7017,0.007017,.agent,False,spec,False,0,0,598,1
.agent/specs/MACRO_AUTOMATION_IMPLEMENTATION_PLAN.md,Macro Automation Implementation Plan,10256,0.010256,.agent,False,spec,False,0,0,375,1
.agent/specs/SCALE_TERMINOLOGY.md,Scale Terminology: The 16 Levels,8983,0.008983,.agent,False,spec,False,0,0,336,1
.agent/specs/SUBSYSTEM_CITIZENSHIP.md,SUBSYSTEM CITIZENSHIP PROTOCOL,8883,0.008883,.agent,False,spec,False,0,0,618,1
.agent/specs/WAVE_PARTICLE_SYMMETRY.md,Wave-Particle Symmetry Achievement,10308,0.010308,.agent,False,spec,False,0,0,81,1
.agent/specs/archive/BRAIN_ENGINE_PURITY_ASSESSMENT.md,Brain Engine Purity Assessment,16821,0.016821,.agent,False,spec,False,0,0,422,1
.agent/specs/archive/BRAIN_ENGINE_RENAMING_PROPOSAL.md,Brain Engine Renaming Proposal,8341,0.008341,.agent,False,spec,False,0,0,730,1
.claude/rules/body.md,Particle (Collider) Rules,684,0.000684,.claude,False,doc,False,0,0,402,1
.claude/rules/brain.md,Wave (AI/Context) Rules,1075,0.001075,.claude,False,doc,False,0,0,9,1
.gemini/context/body.md,Body (Collider) Context,936,0.000936,.gemini,False,doc,False,0,0,306,1
.gemini/context/brain.md,Brain (AI/Context) Context,1010,0.00101,.gemini,False,doc,False,0,0,58,1
AGENTKNOWLEDGEDUMP.md,Agent Knowledge Dump,16116,0.016116,<root>,False,doc,True,0,0,615,1
AGENTS.md,AGENTS – Intelligence Registry,1217,0.001217,<root>,False,doc,False,0,0,427,1
ARCHITECTURE_MAP.md,PROJECT_elements Architecture Map,6115,0.006115,<root>,False,doc,True,0,0,570,1
AUDIT_MANIFEST.md,PROJECT_elements - Theory Audit Manifest,6651,0.006651,<root>,False,doc,False,0,0,111,1
CLAUDE.md,PROJECT_elements,2799,0.002799,<root>,False,doc,False,0,0,136,1
DEEP_GHOSTS_REPORT.md,PROJECT_elements: Deep Ghosts Report,9343,0.009343,<root>,False,doc,True,0,0,674,1
GEMINI.md,PROJECT_elements,1849,0.001849,<root>,False,doc,False,0,0,424,1
PROJECT_MAP.md,Project Map: State of the Topology,3008,0.003008,<root>,False,doc,False,0,0,193,1
PROJECT_METADATA.md,PROJECT_elements - File Metadata,158087,0.158087,<root>,False,doc,True,0,0,609,1
QUICK_START.md,Quick Start,689,0.000689,<root>,False,doc,False,0,0,292,1
README.md,PROJECT_elements,841,0.000841,<root>,False,doc,False,0,0,557,1
orphans_report.md,Analysis Report: Orphaned Code Candidates,17428,0.017428,<root>,False,doc,False,0,0,256,1
validated_pipeline.md,Validated Semantic Map: PIPELINE,2716,0.002716,<root>,False,doc,False,0,0,90,1
validated_theory.md,Validated Semantic Map: THEORY,270,0.00027,<root>,False,doc,False,0,0,675,1
context-management/docs/ACI_DATASET_MANAGEMENT.md,ACI Dataset Management Science,26534,0.026534,context-management,False,doc,False,0,0,699,1
context-management/docs/AI_USER_GUIDE.md,AI User Guide: The Alien Architecture,5033,0.005033,context-management,False,doc,False,1,1,147,9
context-management/docs/ASSET_INVENTORY.md,Asset Inventory: The Automations,3797,0.003797,context-management,False,doc,False,0,1,147,9
context-management/docs/BACKGROUND_AI_LAYER_MAP.md,Background AI Data Processing Layer Map,33446,0.033446,context-management,False,doc,False,0,0,191,1
context-management/docs/CODESPACE_ALGEBRA.md,CODESPACE ALGEBRA,55014,0.055014,context-management,False,doc,False,0,0,640,1
context-management/docs/CODOME.md,CODOME - The Code Universe,3473,0.003473,context-management,False,doc,False,0,0,694,1
context-management/docs/COLLIDER_ARCHITECTURE.md,Collider Modular Architecture,10929,0.010929,context-management,False,doc,False,0,1,147,9
context-management/docs/CONCORDANCES.md,CONCORDANCES - Purpose Alignment Regions,8315,0.008315,context-management,False,doc,False,0,0,595,1
context-management/docs/CONTEXTOME.md,CONTEXTOME - The Context Universe,4755,0.004755,context-management,False,doc,False,0,1,121,2
context-management/docs/DATA_LAYER_REFACTORING_MAP.md,DataManager Refactoring Map,18699,0.018699,context-management,False,doc,False,0,0,590,1
context-management/docs/DOCS_REORG_TASK_REGISTRY.md,Documentation Reorganization Task Registry,12382,0.012382,context-management,False,doc,False,0,0,51,1
context-management/docs/DOMAINS_DEPRECATED.md,DOMAINS - DEPRECATED,6526,0.006526,context-management,False,doc,False,0,0,348,1
context-management/docs/EVAL_LOG.md,Evaluation Log,895,0.000895,context-management,False,doc,False,0,0,578,1
context-management/docs/GLOSSARY.md,GLOSSARY - PROJECT_elements,16825,0.016825,context-management,False,doc,False,0,0,550,1
context-management/docs/GLOSSARY_GAP_MAP.md,GLOSSARY GAP MAP,8887,0.008887,context-management,False,doc,False,0,0,556,1
context-management/docs/GLOSSARY_QUICK.md,Quick Glossary - 10 Terms for Day 1,1886,0.001886,context-management,False,doc,False,0,0,179,1
context-management/docs/HOLOGRAPHIC_DEPLOYMENT_MANUAL.md,Holographic Deployment Manual,3644,0.003644,context-management,False,doc,False,0,0,519,1
context-management/docs/HOLOGRAPHIC_SOCRATIC_LAYER.md,The Holographic-Socratic Layer,3549,0.003549,context-management,False,doc,False,0,2,147,9
context-management/docs/INFALLIBLE_PLAN_DOCS_CLEANUP.md,Infallible Plan: Documentation Cleanup,8294,0.008294,context-management,False,doc,False,0,0,635,1
context-management/docs/ORIENTATION_FILES.md,Orientation Files System,5025,0.005025,context-management,False,doc,False,0,1,147,9
context-management/docs/PROJECTOME.md,PROJECTOME - The Complete Project Contents,6442,0.006442,context-management,False,doc,False,0,0,432,1
context-management/docs/README.md,Context Management Documentation,1496,0.001496,context-management,False,doc,False,7,0,147,9
context-management/docs/REPOSITORY_AUDIT_2026-01-19.md,Repository Structure Audit Report,6236,0.006236,context-management,False,doc,False,0,0,237,1
context-management/docs/REPOSITORY_CONTEXT_SYSTEM.md,Repository Context System,6538,0.006538,context-management,False,doc,False,0,0,384,1
context-management/docs/RESEARCH_SCHEMAS.md,Research Schemas: Multi-Configuration Query Orchestration,6651,0.006651,context-management,False,doc,False,0,0,676,1
context-management/docs/STORAGE_ARCHITECTURE.md,🗄️ STORAGE ARCHITECTURE,17715,0.017715,context-management,False,doc,False,0,1,147,9
context-management/docs/TIMELINE_ANALYSIS.md,PROJECT_elements Timeline Analysis,13274,0.013274,context-management,False,doc,False,0,0,617,1
context-management/docs/TOOL.md,COLLIDER - THE IMPLEMENTATION,20164,0.020164,context-management,False,doc,False,2,1,147,9
context-management/docs/TOPOLOGY_MAP.md,TOPOLOGY MAP - Navigation Through PROJECT_elements,7803,0.007803,context-management,False,doc,False,0,0,522,1
context-management/docs/WORKFLOW_FACTORY.md,Workflow Factory,18403,0.018403,context-management,False,doc,False,0,0,524,1
context-management/docs/agent_school/AGENTKNOWLEDGEDUMP.md,Agent Knowledge Dump,16116,0.016116,context-management,False,doc,True,0,0,24,1
context-management/docs/agent_school/AGENT_ANTI_PATTERNS.md,Liabilities of AI-Driven Software Development & Guardrails,11510,0.01151,context-management,False,doc,False,0,0,368,1
context-management/docs/agent_school/CLI_GRAMMAR.md,CLI Grammar for AI Agents,6559,0.006559,context-management,False,doc,False,0,0,324,1
context-management/docs/agent_school/DOD.md,Definition of Done (DOD),2756,0.002756,context-management,False,doc,False,0,0,114,1
context-management/docs/agent_school/REPO_GURU_PROMPT.md,Repo Guru: Context Assistant Onboarding,4496,0.004496,context-management,False,doc,False,0,0,318,1
context-management/docs/agent_school/TUTORIAL.md,Agent Tutorial - Your First Task,6146,0.006146,context-management,False,doc,False,0,0,259,1
context-management/docs/agent_school/WORKFLOWS.md,Workflows,4769,0.004769,context-management,False,doc,False,0,0,526,1
context-management/docs/archive/AUTOMATED_TASK_GENERATION.md,🤖 AUTOMATED TASK GENERATION,14752,0.014752,context-management,False,doc,False,0,0,221,1
context-management/docs/archive/CLEANUP_PLAN.md,Repository Cleanup & Reorganization Plan,7067,0.007067,context-management,False,doc,False,0,0,169,1
context-management/docs/archive/CODEBASE_INSIGHTS_REPORT.md,🔬 CODEBASE INSIGHTS REPORT,9358,0.009358,context-management,False,doc,False,0,0,153,1
context-management/docs/archive/END_TO_END_VERIFICATION.md,✅ END-TO-END PIPELINE VERIFICATION,9347,0.009347,context-management,False,doc,False,0,0,109,1
context-management/docs/archive/GENERATED_TASKS.md,📋 GENERATED TASKS,11150,0.01115,context-management,False,doc,True,0,0,403,1
context-management/docs/archive/GITHUB_ANALYSIS_PLAN.md,🎯 GITHUB REPO ANALYSIS PLAN,15299,0.015299,context-management,False,doc,False,0,0,295,1
context-management/docs/archive/ROADMAP_10_OF_10.md,Standard Model of Code: Roadmap to 10/10,12284,0.012284,context-management,False,doc,False,0,0,715,1
context-management/docs/archive/SESSION_COMPLETION_SUMMARY.md,✅ SESSION COMPLETION SUMMARY,18493,0.018493,context-management,False,doc,False,0,0,489,1
context-management/docs/archive/legacy_schema_2025/GLOSSARY.md,Complete Glossary of the Standard Model,10427,0.010427,context-management,False,doc,False,0,0,565,1
context-management/docs/archive/legacy_schema_2025/HIERARCHY.md,Canonical Hierarchy of Code,17098,0.017098,context-management,False,doc,False,0,0,430,1
context-management/docs/archive/legacy_schema_2025/README.md,Legacy Schema Files (Dec 2025),1195,0.001195,context-management,False,doc,False,0,0,65,1
context-management/docs/archive/legacy_schema_2025/theory_v2.0.md,STANDARD CODE - VERIFICATION SCHEMA,127409,0.127409,context-management,False,doc,False,0,0,648,1
context-management/docs/archive/legacy_schema_2025/theory_v2.md,STANDARD MODEL OF CODE - UNIFIED THEORY,173582,0.173582,context-management,False,doc,False,0,0,600,1
context-management/docs/deep/AI_USER_GUIDE.md,AI User Guide: The Alien Architecture,5033,0.005033,context-management,False,doc,False,1,0,45,2
context-management/docs/deep/BACKGROUND_AI_LAYER_MAP.md,Background AI Data Processing Layer Map,33446,0.033446,context-management,False,doc,False,0,0,620,1
context-management/docs/deep/HOLOGRAPHIC_SOCRATIC_LAYER.md,The Holographic-Socratic Layer,3547,0.003547,context-management,False,doc,False,0,1,45,2
context-management/docs/deep/INDEX.md,Deep Docs Index,2182,0.002182,context-management,False,doc,False,0,0,303,1
context-management/docs/deep/PURPOSE_EMERGENCE.md,Purpose Emergence: How Connections Define Meaning,8009,0.008009,context-management,False,doc,False,0,0,233,1
context-management/docs/deep/RESEARCH_SCHEMAS.md,Research Schemas: Multi-Configuration Query Orchestration,6651,0.006651,context-management,False,doc,False,0,0,290,1
context-management/docs/deep/THEORY_AMENDMENT_2026-01.md,Standard Model of Code: Theory Amendment (January 2026),13566,0.013566,context-management,False,doc,False,0,0,88,1
context-management/docs/operations/AGENT_KERNEL.md,AGENT KERNEL (Always Loaded),1878,0.001878,context-management,False,doc,False,0,0,200,1
context-management/docs/operations/CASE_AGAINST_PREMATURE_CLOUD.md,CASE AGAINST PREMATURE CLOUD DEPLOYMENT,17757,0.017757,context-management,False,doc,False,0,0,190,1
context-management/docs/operations/DECISION_BRIEF_LOCAL_FIRST.md,DECISION BRIEF: LOCAL-FIRST DEPLOYMENT STRATEGY,5604,0.005604,context-management,False,doc,False,0,0,104,1
context-management/docs/operations/DRIFT_GUARD_SETUP.md,Drift Guard Setup (launchd),4330,0.00433,context-management,False,doc,False,0,0,585,1
context-management/docs/operations/LOCAL_FIRST_IMPLEMENTATION_CHECKLIST.md,LOCAL-FIRST IMPLEMENTATION CHECKLIST,15742,0.015742,context-management,False,doc,False,0,0,541,1
context-management/docs/operations/MAINTENANCE_TOOLS.md,Maintenance Tools,6129,0.006129,context-management,False,doc,False,0,0,335,1
context-management/docs/operations/README_CLOUD_DEPLOYMENT_STRATEGY.md,CLOUD DEPLOYMENT STRATEGY: README,11096,0.011096,context-management,False,doc,False,0,0,274,1
context-management/docs/prompts/01_claims_ledger.md,MEGAPROMPT 01: CLAIMS LEDGER & FALSIFIABILITY,2300,0.0023,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/02_lens_validation.md,MEGAPROMPT 02: LENS SYSTEM VALIDATION,1972,0.001972,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/03_dimension_orthogonality.md,MEGAPROMPT 03: DIMENSION ORTHOGONALITY & BOUNDARY CASES,2073,0.002073,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/04_atom_coverage.md,MEGAPROMPT 04: ATOM COVERAGE & AST MAPPING,1576,0.001576,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/05_role_taxonomy.md,MEGAPROMPT 05: ROLE TAXONOMY VALIDATION,1597,0.001597,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/06_detection_signals.md,MEGAPROMPT 06: DETECTION SIGNALS & EVIDENCE MODEL,1867,0.001867,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/07_confidence_calibration.md,MEGAPROMPT 07: CONFIDENCE & CALIBRATION SYSTEM,1881,0.001881,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/08_edge_semantics.md,MEGAPROMPT 08: EDGE SEMANTICS & GRAPH SCHEMA,1803,0.001803,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/09_analysis_pipeline.md,MEGAPROMPT 09: ANALYSIS PIPELINE ARCHITECTURE,1758,0.001758,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/10_correctness_definitions.md,MEGAPROMPT 10: CORRECTNESS DEFINITIONS,1690,0.00169,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/11_benchmark_design.md,MEGAPROMPT 11: BENCHMARK DATASET DESIGN,1715,0.001715,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/12_semantic_similarity.md,MEGAPROMPT 12: SEMANTIC SIMILARITY ON 8D MANIFOLD,1777,0.001777,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/13_entropy_complexity.md,MEGAPROMPT 13: ENTROPY & COMPLEXITY MEASURES,1684,0.001684,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/14_governance_evolution.md,MEGAPROMPT 14: GOVERNANCE & EVOLUTION PROTOCOL,1806,0.001806,context-management,False,doc,False,0,1,5,15
context-management/docs/prompts/EDUCATION_AGENT_PROMPT.md,IDENTITY,3269,0.003269,context-management,False,doc,False,0,0,264,1
context-management/docs/prompts/README.md,Standard Code Validation Megaprompts,2953,0.002953,context-management,False,doc,False,14,0,5,15
context-management/docs/prompts/THEORY_MAPPING_AGENT_PROMPT.md,THEORY MAPPING AGENT PROMPT,20954,0.020954,context-management,False,doc,False,0,0,483,1
context-management/docs/prompts/VALIDATION_MEGAPROMPTS.md,STANDARD CODE VALIDATION MEGAPROMPTS,22329,0.022329,context-management,False,doc,False,0,0,498,1
context-management/docs/prompts/VALIDATION_STRATEGY_PROMPTS.md,STANDARD MODEL VALIDATION STRATEGY,4819,0.004819,context-management,False,doc,False,0,0,481,1
context-management/docs/prompts/VISUALIZATION_PROMPTS.md,Standard Model of Code: Visualization Prompt System,30279,0.030279,context-management,False,doc,False,0,0,641,1
context-management/docs/proposals/COLLIDER_AI_INSIGHTS_PROPOSAL.md,Implementation Proposal: Collider AI Insights Integration,16530,0.01653,context-management,False,doc,False,0,0,260,1
context-management/docs/reports/CONTEXT_ARCHITECTURE_DISCOVERY_2026-01-20.md,"Context Architecture Discovery: The ""Ghost Data"" Incident",3774,0.003774,context-management,False,report_doc,False,0,0,670,1
context-management/docs/roadmaps/C1_ATOM_ENUMERATION.md,Component C1: Full Atom Enumeration## 1.3 Current Status (as of Jan 2026),9910,0.00991,context-management,False,doc,False,0,0,358,1
context-management/docs/roadmaps/C2_JSON_SCHEMA.md,Component C2: Formal JSON Schema Roadmap,17821,0.017821,context-management,False,doc,False,0,0,540,1
context-management/docs/roadmaps/C3_TRAINING_CORPUS.md,Component C3: Annotated Training Corpus Roadmap,18725,0.018725,context-management,False,doc,False,0,0,725,1
context-management/docs/specs/AI_CONSUMER_CLASS.md,AI CONSUMER CLASS,14292,0.014292,context-management,False,spec,False,0,0,23,1
context-management/docs/specs/CLOUD_REFINERY_SPEC.md,Cloud Refinery Specification,10389,0.010389,context-management,False,spec,False,0,0,628,1
context-management/docs/specs/OBSERVABILITY_TRIAD.md,OBSERVABILITY TRIAD,16525,0.016525,context-management,False,spec,False,0,0,286,1
context-management/docs/specs/ONBOARDING_REDESIGN_SPEC.md,Agent Onboarding Redesign Specification,14536,0.014536,context-management,False,spec,False,0,0,687,1
context-management/docs/specs/ONBOARDING_REFACTOR_CHANGELOG.md,Onboarding Refactor Changelog,11405,0.011405,context-management,False,spec,False,0,0,508,1
context-management/docs/specs/PROJECTOME_OMNISCIENCE_MODULE.md,PROJECTOME OMNISCIENCE MODULE (POM),21301,0.021301,context-management,False,spec,False,0,0,467,1
context-management/docs/specs/PURPOSE_FIELD_INTEGRATION_SPEC.md,PURPOSE FIELD INTEGRATION SPECIFICATION,21245,0.021245,context-management,False,spec,False,0,0,431,1
context-management/docs/theory/ADDITIONAL_THEORIES.md,Additional Foundational Theories,8174,0.008174,context-management,False,doc,False,0,0,529,1
context-management/docs/theory/DOMAIN_DEEP_ANALYSIS.md,DOMAIN: Deep Analysis & Complete Definition,14548,0.014548,context-management,False,doc,False,0,0,377,1
context-management/docs/theory/FOUNDATIONAL_THEORIES.md,Standard Model of Code: Foundational Theories Integration,21132,0.021132,context-management,False,doc,False,0,0,175,1
context-management/docs/theory/FOUNDATIONS_INTEGRATION.md,FOUNDATIONS INTEGRATION,31349,0.031349,context-management,False,doc,False,0,0,721,1
context-management/docs/theory/SYNTHESIS_GAP_IMPLEMENTATION.md,Synthesis Gap Implementation,8415,0.008415,context-management,False,doc,False,0,0,112,1
context-management/docs/theory/THEORY.md,STANDARD MODEL OF CODE - UNIFIED THEORY,175832,0.175832,context-management,False,doc,False,0,2,147,9
